Product_en;Amount_pcs;Price;Date
Jewelry;1;459,00;2022-05-10
Winter jacket;1;1999,00;2022-05-10
Post stamp;2;38,00;2022-05-10
Headband;3;360,00;2022-05-10
Children;1;125,00;2022-05-10
Buff;1;69,00;2022-05-10
Reindeer products;3;967,00;2022-05-10
Pen/Pencil;1;0,00;2022-05-10
Glasses case;1;99,00;2022-05-10
Nordkapp figure;1;79,00;2022-05-10
Souvenirs;6;509,50;2022-05-11
Trolls;2;228,00;2022-05-11
Clothes;5;598,00;2022-05-11
Books;1;199,00;2022-05-11
Various;3;668,00;2022-05-11
Food;1;159,00;2022-05-11
Softshell;1;699,00;2022-05-11
Flower jacket;2;999,00;2022-05-11
Troll magnet;3;177,00;2022-05-11
Fluffy socks;5;726,00;2022-05-11
Christmas;2;208,50;2022-05-11
Hat;2;220,00;2022-05-11
T-shirt;7;1583,00;2022-05-11
Socks;2;199,00;2022-05-11
Cap;6;958,00;2022-05-11
Hoodie;1;329,00;2022-05-11
Magnet;29;1477,00;2022-05-11
Snow globe;2;199,00;2022-05-11
Ny Form Troll;1;369,00;2022-05-11
Woolen sweater;1;1299,00;2022-05-11
Gloves/Mittens;1;150,00;2022-05-11
Sticker/Patch;6;281,00;2022-05-11
Soft toy;1;50,00;2022-05-11
Postcard;3;24,00;2022-05-11
Pants;2;1598,00;2022-05-11
Pin;1;45,00;2022-05-11
Shawl/Scarf;1;110,00;2022-05-11
Post stamp;1;28,00;2022-05-11
Headband;1;120,00;2022-05-11
Buff;1;69,00;2022-05-11
Pen/Pencil;3;117,00;2022-05-11
Lighter;1;35,00;2022-05-11
Glasses case;1;99,00;2022-05-11
Nordkapp figure;1;159,00;2022-05-11
Trolls;1;0,00;2022-05-12
Clothes;2;138,00;2022-05-12
Down jacket;2;899,00;2022-05-12
Hat;3;319,00;2022-05-12
Candy/Chocolate;2;158,00;2022-05-12
T-shirt;1;269,00;2022-05-12
Socks;2;178,00;2022-05-12
Hoodie;2;598,00;2022-05-12
Magnet;1;59,00;2022-05-12
Pants;1;799,00;2022-05-12
Thimble;1;50,00;2022-05-12
Souvenirs;2;178,00;2022-05-13
Clothes;2;409,00;2022-05-13
Food;1;99,00;2022-05-13
Softshell;2;1398,00;2022-05-13
Troll magnet;2;118,00;2022-05-13
Fluffy socks;2;166,60;2022-05-13
Hat;2;209,00;2022-05-13
Candy/Chocolate;1;349,00;2022-05-13
T-shirt;1;269,00;2022-05-13
Socks;2;154,00;2022-05-13
Keychain;5;325,00;2022-05-13
Hoodie;2;329,00;2022-05-13
Magnet;19;1111,00;2022-05-13
Glassware;1;159,00;2022-05-13
Sticker/Patch;1;29,00;2022-05-13
Soft toy;2;359,00;2022-05-13
Kitchen;5;397,00;2022-05-13
Nordkapp figure;1;120,00;2022-05-13
Souvenirs;1;50,00;2022-05-14
Trolls;5;357,00;2022-05-14
Clothes;1;49,00;2022-05-14
Books;2;398,00;2022-05-14
Various;4;228,00;2022-05-14
Softshell;1;699,00;2022-05-14
Down jacket;1;899,00;2022-05-14
Troll magnet;6;354,00;2022-05-14
Christmas;1;29,00;2022-05-14
T-shirt;2;398,00;2022-05-14
Socks;6;514,00;2022-05-14
Keychain;7;433,00;2022-05-14
Cap;4;638,00;2022-05-14
Magnet;5;285,00;2022-05-14
Ny Form Troll;2;470,00;2022-05-14
Gloves/Mittens;1;150,00;2022-05-14
Sticker/Patch;3;118,00;2022-05-14
Soft toy;1;159,00;2022-05-14
Kitchen;3;330,00;2022-05-14
Pen/Pencil;1;79,00;2022-05-14
Souvenirs;47;4855,60;2022-05-16
Trolls;54;5071,00;2022-05-16
Clothes;24;4050,00;2022-05-16
Books;12;1908,00;2022-05-16
Souvenir;1;79,00;2022-05-16
Various;29;3028,00;2022-05-16
Food;35;3789,00;2022-05-16
Fur;5;3191,00;2022-05-16
Softshell;30;20970,00;2022-05-16
Down jacket;14;7641,50;2022-05-16
Flower jacket;4;1998,00;2022-05-16
Mocca Fleece;1;599,00;2022-05-16
Troll magnet;87;5121,20;2022-05-16
Fluffy socks;53;7374,00;2022-05-16
Christmas;24;2164,00;2022-05-16
Hat;94;12028,80;2022-05-16
Candy/Chocolate;41;2869,00;2022-05-16
T-shirt;30;6811,00;2022-05-16
Socks;29;2903,00;2022-05-16
Keychain;81;5206,20;2022-05-16
Cap;19;2943,00;2022-05-16
Combijacket;1;599,00;2022-05-16
Hoodie;13;4097,00;2022-05-16
Magnet;281;15114,20;2022-05-16
Glassware;7;1083,00;2022-05-16
Snow globe;15;1114,00;2022-05-16
Ny Form Troll;18;5620,00;2022-05-16
Woolen sweater;2;2498,00;2022-05-16
Gloves/Mittens;37;6300,00;2022-05-16
Sticker/Patch;15;646,00;2022-05-16
Mug;12;1239,00;2022-05-16
Shot glass;19;1426,00;2022-05-16
Soft toy;21;2602,00;2022-05-16
Postcard;59;471,20;2022-05-16
Jewelry;1;559,00;2022-05-16
Pants;3;2197,00;2022-05-16
Hybrid jacket;1;899,00;2022-05-16
Rain jacket;1;799,00;2022-05-16
Pin;15;675,00;2022-05-16
Shawl/Scarf;14;2459,00;2022-05-16
Napkins;3;177,00;2022-05-16
Viking;3;677,00;2022-05-16
Kitchen;11;1143,00;2022-05-16
Post stamp;33;930,00;2022-05-16
Headband;3;278,00;2022-05-16
Children;8;990,00;2022-05-16
Buff;3;277,00;2022-05-16
Reindeer products;1;1800,00;2022-05-16
Thimble;3;150,00;2022-05-16
Pen/Pencil;19;1105,00;2022-05-16
Lighter;10;973,00;2022-05-16
Card Deck;6;370,00;2022-05-16
Glasses case;2;209,00;2022-05-16
Nordkapp figure;11;1251,00;2022-05-16
Bottle cap;6;534,00;2022-05-16
Boxer;4;556,00;2022-05-16
Souvenirs;1;119,00;2022-05-17
Various;1;69,00;2022-05-17
Softshell;1;699,00;2022-05-17
Down jacket;1;449,50;2022-05-17
Troll magnet;5;295,00;2022-05-17
Hat;3;499,00;2022-05-17
Candy/Chocolate;3;227,00;2022-05-17
Keychain;7;423,00;2022-05-17
Cap;1;150,00;2022-05-17
Hoodie;2;658,00;2022-05-17
Magnet;14;752,00;2022-05-17
Snow globe;1;120,00;2022-05-17
Ny Form Troll;1;299,00;2022-05-17
Gloves/Mittens;1;179,00;2022-05-17
Sticker/Patch;2;60,00;2022-05-17
Mug;1;120,00;2022-05-17
Postcard;6;47,00;2022-05-17
Teddy fleece;1;529,00;2022-05-17
Thimble;1;50,00;2022-05-17
Lighter;1;129,00;2022-05-17
Souvenirs;3;437,00;2022-05-18
Trolls;3;277,00;2022-05-18
Books;1;199,00;2022-05-18
Various;2;148,00;2022-05-18
Food;5;550,00;2022-05-18
Softshell;1;699,00;2022-05-18
Mocca Fleece;2;1198,00;2022-05-18
Troll magnet;3;177,00;2022-05-18
Fluffy socks;3;377,00;2022-05-18
Christmas;5;437,00;2022-05-18
Hat;7;1426,00;2022-05-18
T-shirt;7;1673,00;2022-05-18
Socks;3;258,00;2022-05-18
Keychain;4;276,00;2022-05-18
Cap;3;479,00;2022-05-18
Combijacket;1;599,00;2022-05-18
Hoodie;2;628,00;2022-05-18
Magnet;8;454,00;2022-05-18
Ny Form Troll;6;1598,00;2022-05-18
Sticker/Patch;7;227,00;2022-05-18
Mug;3;358,00;2022-05-18
Shot glass;1;119,00;2022-05-18
Soft toy;1;149,00;2022-05-18
Pants;4;3196,00;2022-05-18
Pin;4;180,00;2022-05-18
Shawl/Scarf;1;110,00;2022-05-18
Kitchen;1;89,00;2022-05-18
Children;1;125,00;2022-05-18
Reindeer products;1;349,00;2022-05-18
Thermobottle;1;210,00;2022-05-18
Nordkapp figure;1;79,00;2022-05-18
Slate;1;119,00;2022-05-18
Pocket knife;1;110,00;2022-05-18
Boxer;1;139,00;2022-05-18
Souvenirs;1;150,00;2022-05-19
Various;4;866,00;2022-05-19
Fur;1;1575,00;2022-05-19
Down jacket;1;449,50;2022-05-19
Christmas;1;69,00;2022-05-19
Hat;3;408,00;2022-05-19
Candy/Chocolate;1;0,00;2022-05-19
T-shirt;4;711,50;2022-05-19
Cap;1;130,00;2022-05-19
Hoodie;4;996,00;2022-05-19
Magnet;3;173,00;2022-05-19
Gloves/Mittens;1;150,00;2022-05-19
Sticker/Patch;3;89,00;2022-05-19
Mug;3;327,00;2022-05-19
Soft toy;1;50,00;2022-05-19
Lighter;2;35,00;2022-05-19
Nordkapp figure;1;159,00;2022-05-19
Souvenirs;1;99,00;2022-05-20
Trolls;2;229,00;2022-05-20
Books;1;299,00;2022-05-20
Various;6;668,00;2022-05-20
Fur;1;199,00;2022-05-20
Softshell;1;699,00;2022-05-20
Down jacket;3;1348,50;2022-05-20
Troll magnet;2;118,00;2022-05-20
Christmas;1;59,00;2022-05-20
Socks;1;120,00;2022-05-20
Keychain;5;355,00;2022-05-20
Cap;1;105,00;2022-05-20
Magnet;3;217,00;2022-05-20
Glassware;3;387,00;2022-05-20
Gloves/Mittens;5;1148,00;2022-05-20
Sticker/Patch;1;30,00;2022-05-20
Jewelry;1;99,00;2022-05-20
Souvenirs;2;218,00;2022-05-21
Trolls;3;297,00;2022-05-21
Various;4;285,00;2022-05-21
Food;4;440,00;2022-05-21
Troll magnet;3;177,00;2022-05-21
Fluffy socks;2;298,00;2022-05-21
Christmas;6;754,00;2022-05-21
Hat;3;419,00;2022-05-21
Candy/Chocolate;5;303,00;2022-05-21
T-shirt;9;2261,00;2022-05-21
Keychain;2;178,00;2022-05-21
Cap;1;159,00;2022-05-21
Down coat;2;1998,00;2022-05-21
Magnet;4;260,00;2022-05-21
Glassware;1;159,00;2022-05-21
Ny Form Troll;1;235,00;2022-05-21
Shot glass;3;307,00;2022-05-21
Soft toy;2;100,00;2022-05-21
Postcard;14;112,00;2022-05-21
Jewelry;1;350,00;2022-05-21
Shawl/Scarf;4;399,00;2022-05-21
Napkins;2;118,00;2022-05-21
Teddy fleece;2;1058,00;2022-05-21
Winter jacket;1;2299,00;2022-05-21
Post stamp;10;280,00;2022-05-21
Thimble;1;50,00;2022-05-21
Lighter;2;258,00;2022-05-21
Glasses case;3;308,00;2022-05-21
Unknown;2;598,00;2022-05-22
Souvenirs;55;4902,50;2022-05-22
Trolls;35;3358,10;2022-05-22
Clothes;8;1762,50;2022-05-22
Books;22;3396,00;2022-05-22
Souvenir;1;210,00;2022-05-22
Various;54;3628,50;2022-05-22
Food;15;2116,00;2022-05-22
Fur;4;3592,50;2022-05-22
Softshell;9;5891,50;2022-05-22
Down jacket;6;2747,00;2022-05-22
Flower jacket;4;1998,00;2022-05-22
Mocca Fleece;4;2396,00;2022-05-22
Troll magnet;149;8732,00;2022-05-22
Fluffy socks;20;2394,00;2022-05-22
Christmas;59;6512,10;2022-05-22
Hat;50;6801,10;2022-05-22
Candy/Chocolate;31;2089,50;2022-05-22
T-shirt;43;10419,70;2022-05-22
Socks;14;1276,00;2022-05-22
Keychain;76;5100,10;2022-05-22
Cap;16;2525,10;2022-05-22
Combijacket;1;599,00;2022-05-22
Hoodie;10;2838,10;2022-05-22
Magnet;304;16372,80;2022-05-22
Glassware;10;1590,00;2022-05-22
Snow globe;17;1375,00;2022-05-22
Ny Form Troll;14;3674,00;2022-05-22
Gloves/Mittens;10;1587,00;2022-05-22
Sticker/Patch;23;1092,00;2022-05-22
Mug;9;673,00;2022-05-22
Shot glass;19;1391,30;2022-05-22
Soft toy;13;1494,00;2022-05-22
Postcard;197;1699,00;2022-05-22
Jewelry;2;774,00;2022-05-22
Pants;3;2157,30;2022-05-22
Pin;17;760,50;2022-05-22
Shawl/Scarf;9;1696,00;2022-05-22
Napkins;8;472,00;2022-05-22
Teddy fleece;1;529,00;2022-05-22
Winter jacket;1;1399,00;2022-05-22
Viking;1;279,00;2022-05-22
Kitchen;8;852,50;2022-05-22
Post stamp;83;2324,00;2022-05-22
Headband;1;120,00;2022-05-22
Children;3;375,00;2022-05-22
Buff;7;483,00;2022-05-22
Bag;1;2,00;2022-05-22
Thimble;4;200,00;2022-05-22
Pen/Pencil;25;1481,00;2022-05-22
Lighter;4;409,10;2022-05-22
Card Deck;1;49,00;2022-05-22
Glasses case;7;715,00;2022-05-22
Nordkapp figure;13;1729,00;2022-05-22
Bottle cap;7;623,00;2022-05-22
Slate;2;238,00;2022-05-22
Stationery;1;99,00;2022-05-22
Boxer;2;278,00;2022-05-22
Unknown;1;299,00;2022-05-23
Souvenirs;1;149,00;2022-05-23
Trolls;1;0,00;2022-05-23
Various;5;186,00;2022-05-23
Food;3;747,00;2022-05-23
Troll magnet;7;354,00;2022-05-23
Fluffy socks;5;745,00;2022-05-23
Christmas;2;378,00;2022-05-23
Socks;3;360,00;2022-05-23
Keychain;8;482,00;2022-05-23
Magnet;12;660,00;2022-05-23
Glassware;1;159,00;2022-05-23
Ny Form Troll;2;470,00;2022-05-23
Sticker/Patch;31;1195,00;2022-05-23
Mug;1;99,00;2022-05-23
Postcard;1;8,00;2022-05-23
Pin;2;90,00;2022-05-23
Shawl/Scarf;1;110,00;2022-05-23
Napkins;2;118,00;2022-05-23
Post stamp;1;28,00;2022-05-23
Woolen scarf;1;699,00;2022-05-23
Lighter;1;35,00;2022-05-23
Bottle cap;1;89,00;2022-05-23
Souvenirs;6;426,00;2022-05-24
Trolls;3;197,00;2022-05-24
Various;7;1017,50;2022-05-24
Food;2;269,00;2022-05-24
Softshell;1;699,00;2022-05-24
Troll magnet;2;118,00;2022-05-24
Fluffy socks;2;298,00;2022-05-24
Christmas;5;385,00;2022-05-24
Hat;1;99,00;2022-05-24
Candy/Chocolate;2;124,00;2022-05-24
T-shirt;7;1743,00;2022-05-24
Socks;2;158,00;2022-05-24
Keychain;3;177,00;2022-05-24
Cap;2;280,00;2022-05-24
Hoodie;2;598,00;2022-05-24
Magnet;7;493,00;2022-05-24
Snow globe;1;0,00;2022-05-24
Ny Form Troll;4;1336,00;2022-05-24
Gloves/Mittens;2;329,00;2022-05-24
Sticker/Patch;4;206,00;2022-05-24
Mug;1;99,00;2022-05-24
Shot glass;1;65,00;2022-05-24
Soft toy;1;149,00;2022-05-24
Postcard;8;64,00;2022-05-24
Pants;1;799,00;2022-05-24
Hybrid jacket;1;899,00;2022-05-24
Pin;2;90,00;2022-05-24
Shawl/Scarf;1;110,00;2022-05-24
Napkins;6;354,00;2022-05-24
Kitchen;2;238,00;2022-05-24
Buff;1;69,00;2022-05-24
Thimble;3;150,00;2022-05-24
Lighter;1;129,00;2022-05-24
Glasses case;1;110,00;2022-05-24
Nordkapp figure;3;438,00;2022-05-24
Souvenirs;3;217,00;2022-05-25
Clothes;1;179,00;2022-05-25
Souvenir;1;99,00;2022-05-25
Fur;1;210,00;2022-05-25
Softshell;1;574,00;2022-05-25
Down jacket;2;1049,00;2022-05-25
Troll magnet;3;168,00;2022-05-25
Fluffy socks;1;120,00;2022-05-25
Christmas;3;268,00;2022-05-25
Hat;6;645,00;2022-05-25
T-shirt;1;269,00;2022-05-25
Socks;1;149,00;2022-05-25
Cap;2;329,00;2022-05-25
Snow globe;1;79,00;2022-05-25
Ny Form Troll;1;299,00;2022-05-25
Woolen sweater;1;999,00;2022-05-25
Sticker/Patch;6;196,00;2022-05-25
Shot glass;2;184,00;2022-05-25
Soft toy;2;298,00;2022-05-25
Postcard;3;24,00;2022-05-25
Pin;3;135,00;2022-05-25
Kitchen;1;89,00;2022-05-25
Card Deck;1;79,00;2022-05-25
Nordkapp figure;1;169,00;2022-05-25
Souvenirs;1;99,00;2022-05-26
Various;1;69,00;2022-05-26
Down jacket;1;449,50;2022-05-26
Christmas;1;150,00;2022-05-26
Hat;1;99,00;2022-05-26
T-shirt;2;269,00;2022-05-26
Keychain;3;187,00;2022-05-26
Cap;1;150,00;2022-05-26
Hoodie;6;1944,00;2022-05-26
Postcard;2;16,00;2022-05-26
Pants;1;799,00;2022-05-26
Shawl/Scarf;1;210,00;2022-05-26
Teddy fleece;1;529,00;2022-05-26
Post stamp;1;28,00;2022-05-26
Reindeer products;1;99,00;2022-05-26
Unknown;1;99,00;2022-05-27
Souvenirs;67;8443,50;2022-05-27
Trolls;37;4241,00;2022-05-27
Clothes;20;3445,00;2022-05-27
Books;20;3365,00;2022-05-27
Figures;2;1998,00;2022-05-27
Various;52;7204,00;2022-05-27
Food;37;4345,00;2022-05-27
Fur;9;6905,50;2022-05-27
Softshell;43;29987,10;2022-05-27
Down jacket;18;10588,50;2022-05-27
Flower jacket;4;1998,00;2022-05-27
Mocca Fleece;11;6589,00;2022-05-27
Troll magnet;77;4543,00;2022-05-27
Fluffy socks;34;4808,00;2022-05-27
Christmas;67;6689,00;2022-05-27
Hat;82;11430,20;2022-05-27
Candy/Chocolate;31;2028,00;2022-05-27
T-shirt;40;8746,10;2022-05-27
Socks;34;3366,00;2022-05-27
Keychain;52;3358,00;2022-05-27
Cap;14;2339,00;2022-05-27
Down coat;1;999,00;2022-05-27
Combijacket;6;3594,00;2022-05-27
Hoodie;19;5832,00;2022-05-27
Nordkapp book;1;99,00;2022-05-27
Magnet;234;12568,70;2022-05-27
Glassware;16;3384,00;2022-05-27
Snow globe;20;1547,00;2022-05-27
Ny Form Troll;39;11457,00;2022-05-27
Woolen sweater;10;17140,00;2022-05-27
Gloves/Mittens;29;4582,00;2022-05-27
Sticker/Patch;30;1260,00;2022-05-27
Mug;22;1999,00;2022-05-27
Shot glass;18;1486,00;2022-05-27
Soft toy;17;2296,00;2022-05-27
Postcard;203;1710,60;2022-05-27
Pants;5;3915,10;2022-05-27
Rain jacket;4;3196,00;2022-05-27
Pin;13;585,00;2022-05-27
Shawl/Scarf;6;832,00;2022-05-27
Napkins;5;315,00;2022-05-27
Teddy fleece;1;529,00;2022-05-27
Winter jacket;2;2798,00;2022-05-27
Kitchen;10;1066,00;2022-05-27
Post stamp;40;1134,60;2022-05-27
Headband;9;1080,00;2022-05-27
Children;2;250,00;2022-05-27
Buff;12;898,00;2022-05-27
Bag;1;1,00;2022-05-27
Reindeer products;3;717,00;2022-05-27
Thimble;8;400,00;2022-05-27
Pen/Pencil;11;551,00;2022-05-27
Thermobottle;4;840,00;2022-05-27
Lighter;6;398,00;2022-05-27
Card Deck;7;456,00;2022-05-27
Glasses case;2;220,00;2022-05-27
Nordkapp figure;15;1887,00;2022-05-27
Bottle cap;2;178,00;2022-05-27
Slate;8;1032,00;2022-05-27
Stationery;1;49,00;2022-05-27
Pocket knife;2;220,00;2022-05-27
Boxer;3;417,00;2022-05-27
Souvenirs;2;78,00;2022-05-28
Down jacket;1;899,00;2022-05-28
Fluffy socks;5;735,00;2022-05-28
Christmas;3;327,00;2022-05-28
Candy/Chocolate;1;26,00;2022-05-28
T-shirt;2;457,30;2022-05-28
Keychain;6;464,00;2022-05-28
Magnet;8;434,00;2022-05-28
Glassware;1;159,00;2022-05-28
Ny Form Troll;2;534,00;2022-05-28
Sticker/Patch;2;108,00;2022-05-28
Mug;1;99,00;2022-05-28
Shot glass;2;130,00;2022-05-28
Pin;2;90,00;2022-05-28
Pen/Pencil;1;65,00;2022-05-28
Nordkapp figure;1;79,00;2022-05-28
Souvenirs;2;198,00;2022-05-29
Books;2;258,00;2022-05-29
Various;0;0,00;2022-05-29
Food;3;330,00;2022-05-29
Fur;3;747,00;2022-05-29
Softshell;2;1398,00;2022-05-29
Fluffy socks;2;288,00;2022-05-29
Christmas;3;167,00;2022-05-29
Hat;4;458,00;2022-05-29
Candy/Chocolate;3;179,10;2022-05-29
Keychain;1;59,00;2022-05-29
Magnet;5;255,00;2022-05-29
Snow globe;1;79,00;2022-05-29
Gloves/Mittens;1;150,00;2022-05-29
Sticker/Patch;1;45,00;2022-05-29
Pants;1;799,00;2022-05-29
Pen/Pencil;1;79,00;2022-05-29
Nordkapp figure;1;169,00;2022-05-29
Bottle cap;1;89,00;2022-05-29
Clothes;1;120,00;2022-05-30
Figures;1;379,00;2022-05-30
Various;2;138,00;2022-05-30
Softshell;2;1398,00;2022-05-30
Down jacket;3;1798,00;2022-05-30
Flower jacket;1;499,50;2022-05-30
Troll magnet;1;59,00;2022-05-30
Fluffy socks;1;169,00;2022-05-30
Christmas;3;227,00;2022-05-30
Hat;1;110,00;2022-05-30
Candy/Chocolate;2;140,10;2022-05-30
T-shirt;4;896,50;2022-05-30
Socks;1;110,00;2022-05-30
Keychain;2;118,00;2022-05-30
Cap;4;609,00;2022-05-30
Sticker/Patch;6;305,00;2022-05-30
Mug;1;99,00;2022-05-30
Shot glass;3;195,00;2022-05-30
Soft toy;4;489,00;2022-05-30
Postcard;4;40,00;2022-05-30
Pin;2;90,00;2022-05-30
Viking;3;393,00;2022-05-30
Lighter;1;129,00;2022-05-30
Nordkapp figure;1;120,00;2022-05-30
Boxer;2;278,00;2022-05-30
Souvenirs;1;329,00;2022-05-31
Trolls;2;239,00;2022-05-31
Books;2;398,00;2022-05-31
Various;3;187,00;2022-05-31
Food;1;110,00;2022-05-31
Down jacket;1;449,50;2022-05-31
Troll magnet;1;59,00;2022-05-31
Hat;1;110,00;2022-05-31
T-shirt;2;398,00;2022-05-31
Cap;1;130,00;2022-05-31
Hoodie;1;329,00;2022-05-31
Magnet;7;425,00;2022-05-31
Glassware;1;169,00;2022-05-31
Snow globe;1;65,00;2022-05-31
Sticker/Patch;3;88,00;2022-05-31
Mug;7;735,00;2022-05-31
Shot glass;3;249,00;2022-05-31
Postcard;10;100,00;2022-05-31
Rain jacket;1;799,00;2022-05-31
Post stamp;8;224,00;2022-05-31
Buff;1;69,00;2022-05-31
Clothes;4;346,00;2022-06-01
Figures;1;499,00;2022-06-01
Various;1;59,00;2022-06-01
Food;1;110,00;2022-06-01
Softshell;1;699,00;2022-06-01
Down jacket;1;449,50;2022-06-01
Fluffy socks;1;139,00;2022-06-01
Christmas;1;150,00;2022-06-01
Hat;2;209,00;2022-06-01
T-shirt;4;1076,00;2022-06-01
Socks;3;257,00;2022-06-01
Keychain;3;177,00;2022-06-01
Cap;1;150,00;2022-06-01
Hoodie;1;329,00;2022-06-01
Magnet;13;731,00;2022-06-01
Sticker/Patch;2;89,00;2022-06-01
Mug;1;120,00;2022-06-01
Soft toy;1;110,00;2022-06-01
Postcard;13;130,00;2022-06-01
Pants;2;1198,50;2022-06-01
Shawl/Scarf;1;119,00;2022-06-01
Post stamp;2;62,00;2022-06-01
Buff;1;34,50;2022-06-01
Thimble;1;50,00;2022-06-01
Pen/Pencil;2;88,00;2022-06-01
Card Deck;2;148,00;2022-06-01
Souvenirs;1;119,00;2022-06-02
Trolls;1;129,00;2022-06-02
Clothes;1;49,00;2022-06-02
Food;1;110,00;2022-06-02
Down jacket;1;449,50;2022-06-02
Troll magnet;1;59,00;2022-06-02
Fluffy socks;1;139,00;2022-06-02
Christmas;11;809,00;2022-06-02
Hat;3;370,00;2022-06-02
Candy/Chocolate;2;100,00;2022-06-02
T-shirt;3;717,00;2022-06-02
Socks;3;277,00;2022-06-02
Cap;5;797,00;2022-06-02
Hoodie;2;658,00;2022-06-02
Magnet;7;469,00;2022-06-02
Woolen sweater;1;1299,00;2022-06-02
Sticker/Patch;8;305,00;2022-06-02
Soft toy;5;650,00;2022-06-02
Postcard;7;99,00;2022-06-02
Pin;1;45,00;2022-06-02
Shawl/Scarf;1;119,00;2022-06-02
Napkins;1;59,00;2022-06-02
Post stamp;1;28,00;2022-06-02
Reindeer products;2;198,00;2022-06-02
Nordkapp figure;1;59,00;2022-06-02
Boxer;2;278,00;2022-06-02
Souvenirs;13;1322,50;2022-06-03
Trolls;1;85,00;2022-06-03
Clothes;7;1023,00;2022-06-03
Books;9;1343,00;2022-06-03
Souvenir;1;89,00;2022-06-03
Various;7;533,00;2022-06-03
Food;15;1715,00;2022-06-03
Fur;3;8938,00;2022-06-03
Softshell;6;4194,00;2022-06-03
Down jacket;1;999,00;2022-06-03
Mocca Fleece;1;539,10;2022-06-03
Troll magnet;13;767,00;2022-06-03
Fluffy socks;4;509,00;2022-06-03
Christmas;9;743,00;2022-06-03
Hat;20;3596,00;2022-06-03
Candy/Chocolate;8;402,00;2022-06-03
T-shirt;14;2748,50;2022-06-03
Socks;20;1925,00;2022-06-03
Keychain;8;542,00;2022-06-03
Cap;4;618,00;2022-06-03
Hoodie;4;897,00;2022-06-03
Magnet;49;2675,00;2022-06-03
Glassware;5;815,00;2022-06-03
Snow globe;3;179,00;2022-06-03
Woolen sweater;1;1999,00;2022-06-03
Gloves/Mittens;1;150,00;2022-06-03
Sticker/Patch;15;572,00;2022-06-03
Mug;4;396,00;2022-06-03
Shot glass;6;536,00;2022-06-03
Soft toy;2;359,00;2022-06-03
Postcard;70;816,00;2022-06-03
Pants;1;559,30;2022-06-03
Hybrid jacket;1;999,00;2022-06-03
Rain jacket;1;899,00;2022-06-03
Pin;2;90,00;2022-06-03
Shawl/Scarf;1;119,00;2022-06-03
Teddy fleece;1;529,00;2022-06-03
Kitchen;2;188,00;2022-06-03
Post stamp;50;1400,00;2022-06-03
Headband;4;398,00;2022-06-03
Children;3;334,00;2022-06-03
Buff;9;621,00;2022-06-03
Reindeer products;4;1236,00;2022-06-03
Thimble;1;50,00;2022-06-03
Pen/Pencil;1;65,00;2022-06-03
Thermobottle;1;210,00;2022-06-03
Lighter;2;70,00;2022-06-03
Nordkapp figure;6;597,10;2022-06-03
Stationery;6;344,00;2022-06-03
Pocket knife;1;110,00;2022-06-03
Boxer;1;139,00;2022-06-03
Unknown;2;218,00;2022-06-04
Souvenirs;35;3751,00;2022-06-04
Trolls;25;2570,00;2022-06-04
Clothes;11;1791,50;2022-06-04
Books;21;3292,00;2022-06-04
Souvenir;1;89,00;2022-06-04
Various;20;1660,00;2022-06-04
Food;28;3603,00;2022-06-04
Fur;3;1497,00;2022-06-04
Softshell;33;22997,10;2022-06-04
Down jacket;8;4345,50;2022-06-04
Flower jacket;1;499,50;2022-06-04
Mocca Fleece;6;3594,00;2022-06-04
Troll magnet;26;1522,20;2022-06-04
Fluffy socks;17;2345,00;2022-06-04
Christmas;37;3954,00;2022-06-04
Hat;37;4980,10;2022-06-04
Candy/Chocolate;26;1886,60;2022-06-04
T-shirt;34;7893,50;2022-06-04
Socks;40;3835,00;2022-06-04
Keychain;50;3464,10;2022-06-04
Cap;18;2814,10;2022-06-04
Combijacket;3;1947,00;2022-06-04
Hoodie;16;5072,40;2022-06-04
Magnet;131;6970,10;2022-06-04
Glassware;7;1183,00;2022-06-04
Snow globe;12;1041,00;2022-06-04
Ny Form Troll;16;3734,00;2022-06-04
Woolen sweater;2;3198,00;2022-06-04
Gloves/Mittens;5;808,00;2022-06-04
Sticker/Patch;11;455,00;2022-06-04
Mug;19;1973,00;2022-06-04
Shot glass;10;968,00;2022-06-04
Soft toy;11;1371,20;2022-06-04
Postcard;130;1532,00;2022-06-04
Pants;3;1997,50;2022-06-04
Rain jacket;3;2697,00;2022-06-04
Pin;12;540,00;2022-06-04
Shawl/Scarf;7;1034,00;2022-06-04
Napkins;13;867,00;2022-06-04
Viking;5;557,00;2022-06-04
Kitchen;12;1136,00;2022-06-04
Down vest;1;899,00;2022-06-04
Post stamp;62;1736,00;2022-06-04
Headband;3;278,00;2022-06-04
Children;6;720,00;2022-06-04
Buff;17;1243,00;2022-06-04
Reindeer products;2;198,00;2022-06-04
Thimble;8;400,00;2022-06-04
Pen/Pencil;7;319,00;2022-06-04
Lighter;4;140,00;2022-06-04
Card Deck;3;193,00;2022-06-04
Glasses case;3;330,00;2022-06-04
Nordkapp figure;10;1404,00;2022-06-04
Bottle cap;4;356,00;2022-06-04
Slate;1;149,00;2022-06-04
Stationery;1;99,00;2022-06-04
License plate;1;69,00;2022-06-04
Boxer;1;139,00;2022-06-04
Souvenirs;7;915,00;2022-06-05
Trolls;8;822,00;2022-06-05
Clothes;1;129,00;2022-06-05
Books;3;527,00;2022-06-05
Various;10;869,00;2022-06-05
